rescomp_id,resource_component,studytype,countstudies,reldiff,reldiff_normal,data_elements,yrs_posttreat,treatvalue,ctrlvalue,meanvalue,countobservations,minvalue,maxvalue
72,Invasive species,treatcontrol,35,25,0.481283872,Plant Frequency,14.16,75,60,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,27.19,0.040269798,"Standing Biomass, Total",15.16,145,114,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,27.27,0.023527586,Plant Canopy Cover,2,21,16.5,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,27.36,0.015162222,Plant Canopy Cover,4,13.5,10.6,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,28.33,0.545455055,Plant Frequency,14.16,77,60,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,30.43,0.807488893,Native Annual Species Richness,2.25,6,4.6,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,31.58,0.031370115,Plant Canopy Cover,3,25,19,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,32.18,0.014639387,Plant Canopy Cover,1,11.5,8.7,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,33.33,0.027279541,"Standing Biomass, Total",7.08,84,63,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,33.33,0.576777781,Native Annual Species Richness,0.25,4,3,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,33.88,0.043395326,Plant Canopy Cover,4,32.8,24.5,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,34.12,0.20998668,Plant Density,2.08,570,425,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,34.15,0.036598468,Plant Canopy Cover,2,27.5,20.5,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,34.78,0.211120481,Bare Ground,3.17,18.6,13.8,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,36.11,0.834225379,Plant Frequency,15.16,98,72,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,36.36,0.008365364,Plant Canopy Cover,0.41,6,4.4,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,36.67,0.634455559,Native Annual Species Richness,0.25,4.1,3,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,36.88,0.211741196,"Standing Biomass, Total",16.16,605,442,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,38.24,0.21953535,"Standing Biomass, Total",16.16,611,442,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,39.53,0.017776399,Plant Canopy Cover,0,12,8.6,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,40.46,0.027710268,Plant Canopy Cover,4,18.4,13.1,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,40.68,0.001737821,Plant Density,0.08,4.15,2.95,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,42.11,0.04182682,Plant Canopy Cover,3,27,19,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,43.1,0.802139787,Plant Frequency,14.08,83,58,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,43.86,0.064951287,"Standing Biomass, Total",15.16,164,114,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,44.83,0.834225379,Plant Frequency,14.08,84,58,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,45.31,0.015162222,Plant Canopy Cover,3.17,9.3,6.4,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,48.98,0.012548046,Plant Canopy Cover,1.67,7.3,4.9,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,50,1.44818E-05,Plant Density,7.08,0.03,0.02,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,50,0.00086891,Plant Density,1.67,1.8,1.2,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,50,0.004344552,Plant Density,2.67,9,6,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,50,0.00724092,Plant Density,2.67,15,10,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,50,0.031370115,Plant Canopy Cover,0.25,18,12,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,50.68,0.242917814,"Standing Biomass, Total",14.08,556,369,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,51.11,1.326588896,Native Annual Species Richness,2.25,6.8,4.5,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,51.32,0.020390575,Plant Canopy Cover,2,11.5,7.6,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,52.85,0.25331002,"Standing Biomass, Total",14.08,564,369,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,53.95,0.037282039,"Standing Biomass, Total",2.41,81.9,53.2,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,56.52,1.49962223,Native Annual Species Richness,2.25,7.2,4.6,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,57.78,1.49962223,Native Annual Species Richness,2.25,7.1,4.5,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,58.22,0.027149638,"Standing Biomass, Total",2.25,56.8,35.9,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,58.82,0.00724092,Plant Density,1.67,13.5,8.5,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,60,4.34455E-05,Plant Density,6.08,0.08,0.05,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,60.44,0.057511878,Plant Canopy Cover,2.08,29.2,18.2,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,64.71,0.007965012,Plant Density,2.08,14,8.5,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,65.33,0.025618927,Plant Canopy Cover,3,12.4,7.5,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,66.67,0.001158547,Plant Density,1.67,2,1.2,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,66.67,0.04182682,Plant Canopy Cover,0.25,20,12,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,67.44,0.037671747,"Standing Biomass, Total",14.08,72,43,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,68.75,0.145145331,Bare Ground,2.08,8.1,4.8,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,68.81,0.002939814,Plant Density,0.08,4.98,2.95,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,71.49,0.410492134,"Standing Biomass, Total",16.16,758,442,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,73.22,0.003128077,Plant Density,0.08,5.11,2.95,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,73.76,0.423482392,"Standing Biomass, Total",16.16,768,442,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,74.56,0.110417188,"Standing Biomass, Total",15.16,199,114,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,78.99,0.479419426,Bare Ground,2.17,24.7,13.8,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,81.36,0.003475642,Plant Density,0.08,5.35,2.95,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,81.82,0.000130337,Plant Density,5.08,0.2,0.11,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,81.82,0.011691232,"Standing Biomass, Total",16.16,20,11,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,83.71,0.480639524,"Standing Biomass, Total",16.16,812,442,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,87.5,0.029278774,Plant Canopy Cover,3.17,12,6.4,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,90.35,0.133799651,"Standing Biomass, Total",15.16,217,114,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,92.18,0.021433925,"Standing Biomass, Total",0.25,34.4,17.9,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,93.65,0.076642519,"Standing Biomass, Total",7.08,122,63,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,93.89,0.539095683,"Standing Biomass, Total",16.16,857,442,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,98.66,0.038191357,"Standing Biomass, Total",2.25,59.2,29.8,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,98.92,0.474144396,"Standing Biomass, Total",14.08,734,369,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,100,2.89637E-05,Plant Density,7.08,0.04,0.02,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,100,0.018299234,Plant Canopy Cover,2.67,7,3.5,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,100,0.025618927,Plant Canopy Cover,1.67,9.8,4.9,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,100,0.175933734,Bare Ground,3.08,8,4,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,104.17,0.219917168,Bare Ground,2.08,9.8,4.8,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,111.76,0.013757748,Plant Density,1.67,18,8.5,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,112.4,0.075811112,Plant Canopy Cover,3.17,27.4,12.9,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,116.67,0.010137288,Plant Density,3.08,13,6,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,116.71,0.054429179,"Standing Biomass, Total",2.25,77.8,35.9,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,121.24,0.229786094,Plant Canopy Cover,2.25,80.2,36.25,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,122.83,0.020264802,"Standing Biomass, Total",0.41,28.3,12.7,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,123.19,0.747718372,Bare Ground,2.17,30.8,13.8,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,125,0.1086138,Plant Density,2.25,135,60,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,127.27,0.10137288,Plant Density,2.25,125,55,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,129.87,0.050272296,"Standing Biomass, Total",2.25,68.5,29.8,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,132.96,0.030916813,"Standing Biomass, Total",0.25,41.7,17.9,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,133.33,0.11585472,Plant Density,2.25,140,60,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,138.76,0.093587511,Plant Canopy Cover,2.17,30.8,12.9,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,139.31,0.264031804,Plant Canopy Cover,2.25,86.75,36.25,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,141.18,0.017378208,Plant Density,1.67,20.5,8.5,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,146.15,0.139074178,Plant Canopy Cover,2.08,44.8,18.2,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,150,0.031370115,Plant Canopy Cover,4,10,4,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,150,0.109795403,Plant Canopy Cover,0.25,35,14,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,150,0.263900602,Bare Ground,2.67,10,4,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,151.09,0.180900998,Plant Canopy Cover,2.25,57.5,22.9,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,151.19,0.006458901,Plant Density,0.08,7.41,2.95,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,154.15,0.184560845,Plant Canopy Cover,2.25,58.2,22.9,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,155.1,0.039735479,Plant Canopy Cover,2.08,12.5,4.9,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,157.14,0.115023756,Plant Canopy Cover,0.25,36,14,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,158.33,0.013757748,Plant Density,2.67,15.5,6,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,160,0.004182682,Plant Canopy Cover,2,1.3,0.5,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,160.42,0.338672439,Bare Ground,1.08,12.5,4.8,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,160.42,0.338672439,Bare Ground,2.08,12.5,4.8,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,160.87,0.00267914,Plant Density,2.67,3,1.15,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,164.71,0.020274576,Plant Density,2.08,22.5,8.5,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,166.67,0.013070881,Plant Canopy Cover,2,4,1.5,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,171.43,0.031370115,Plant Canopy Cover,2.67,9.5,3.5,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,172.73,0.024681489,"Standing Biomass, Total",16.16,30,11,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,172.73,0.13757748,Plant Density,2.25,150,55,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,184.01,0.882038479,"Standing Biomass, Total",14.08,1048,369,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,188.81,0.008066385,Plant Density,0.08,8.52,2.95,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,194.51,0.18508368,Plant Canopy Cover,2.08,53.6,18.2,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,200,0.02896368,Plant Density,2.67,30,10,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,200,0.17378208,Plant Density,1.67,180,60,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,216.33,0.055420537,Plant Canopy Cover,1.67,15.5,4.9,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,225,0.395850903,Bare Ground,2.67,13,4,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,233.33,0.014639387,Plant Canopy Cover,1.67,4,1.2,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,236.36,0.033774669,"Standing Biomass, Total",16.16,37,11,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,239.56,0.227956171,Plant Canopy Cover,1.08,61.8,18.2,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,260,0.000188264,Plant Density,6.08,0.18,0.05,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,272.73,0.038970772,"Standing Biomass, Total",16.16,41,11,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,300,8.6891E-05,Plant Density,7.08,0.08,0.02,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,300,0.007842529,Plant Canopy Cover,3,2,0.5,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,328.57,0.268898329,"Standing Biomass, Total",7.08,270,63,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,331.43,0.06064889,Plant Canopy Cover,3.08,15.1,3.5,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,336.36,0.048063952,"Standing Biomass, Total",16.16,48,11,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,345.45,0.01986774,Plant Canopy Cover,2.67,4.9,1.1,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,383.33,0.33308232,Plant Density,2.08,290,60,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,385.71,0.070582759,Plant Canopy Cover,2.67,17,3.5,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,400,0.006661646,Plant Density,3.08,5.75,1.15,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,400,0.025096092,Plant Canopy Cover,2.08,6,1.2,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,425,0.007385738,Plant Density,2.08,6.3,1.2,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,450,0.791701805,Bare Ground,2.08,22,4,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,465.22,0.007747784,Plant Density,2.67,6.5,1.15,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,525,0.923652106,Bare Ground,1.67,25,4,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,545.83,0.009485605,Plant Density,1.67,7.75,1.2,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,600,0.031370115,Plant Canopy Cover,3,7,1,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,625,1.099585841,Bare Ground,1.67,29,4,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,633.33,0.039735479,Plant Canopy Cover,1.67,8.8,1.2,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,700,0.000506864,Plant Density,6.08,0.4,0.05,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,700,0.003659847,Plant Canopy Cover,2.25,0.8,0.1,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,850,0.000246191,Plant Density,7.08,0.19,0.02,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,900,0.05176069,Plant Canopy Cover,3.08,11,1.1,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,1000,0.1448184,Plant Density,2.67,110,10,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,1000,1.759337345,Bare Ground,2.67,44,4,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,1045.45,0.060126054,Plant Canopy Cover,2.67,12.6,1.1,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,1100,1.935271079,Bare Ground,3.08,48,4,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,1300,0.006796858,Plant Canopy Cover,2.25,1.4,0.1,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,1321.05,0.326055461,"Standing Biomass, Total",4.08,270,19,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,1375,2.419088849,Bare Ground,1.67,59,4,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,1421.05,0.35073695,"Standing Biomass, Total",4.08,289,19,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,1500,0.2172276,Plant Density,3.08,160,10,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,1525,2.682989451,Bare Ground,2.08,65,4,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,1850,0.009672452,Plant Canopy Cover,2.41,1.95,0.1,49.78,585,-100,2589.47
72,Invasive species,treatcontrol,35,2589.47,0.639120665,"Standing Biomass, Total",4.08,511,19,49.78,585,-100,2589.47
73,Plant productivity and health,benchmark,77,-100,-0.127571802,Plant Canopy Cover,0.83,0,24.4,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-100,-0.127571802,Plant Canopy Cover,1.83,0,24.4,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-100,-0.047884466,Plant Foliar Cover,0.33,0,0.7,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-100,-0.013681276,Plant Foliar Cover,0.33,0,0.2,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-99.18,-0.126526132,Plant Canopy Cover,5.83,0.2,24.4,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-97.13,-0.123911955,Plant Canopy Cover,11.83,0.7,24.4,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-96.72,-0.12338912,Plant Canopy Cover,12.83,0.8,24.4,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-96.15,-0.065354407,Plant Canopy Cover,3.75,0.5,13,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-95,-0.049669349,Plant Canopy Cover,3.75,0.5,10,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-90.91,-0.06840638,Plant Foliar Cover,0.33,0.1,1.1,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-90.48,-0.049669349,Plant Canopy Cover,3.75,1,10.5,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-90.2,-0.120252109,Plant Canopy Cover,4,2.5,25.5,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-88.89,-0.02091341,Plant Canopy Cover,3.75,0.5,4.5,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-86.96,-0.052283525,Plant Canopy Cover,3.75,1.5,11.5,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-85.71,-0.015685058,Plant Canopy Cover,3.75,0.5,3.5,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-85.58,-0.046532338,Plant Canopy Cover,1,1.5,10.4,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-84.31,-0.11240958,Plant Canopy Cover,1,4,25.5,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-84,-0.043918161,Plant Canopy Cover,1,1.6,10,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-83.33,-0.026141763,Plant Canopy Cover,1,1,6,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-81.89,-0.015061114,Plant Density,0.83,2.3,12.7,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-81.18,-0.108226898,Plant Canopy Cover,2,4.8,25.5,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-80.39,-0.107181227,Plant Canopy Cover,3,5,25.5,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-80,-0.027362552,Plant Foliar Cover,0.33,0.1,0.5,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-80,-0.017378208,Plant Density,11,3,15,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-79.9,-1.213487697,Plant Basal Cover,1,8,39.8,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-77.39,-0.046532338,Plant Canopy Cover,3.75,2.6,11.5,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-76.92,-0.04182682,Plant Canopy Cover,2,2.4,10.4,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-76.6,-2.462629681,Plant Foliar Cover,0,11,47,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-75,-0.039212644,Plant Canopy Cover,2,2.5,10,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-74.92,-0.34307479,Plant Density,0.83,79.3,316.2,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-74.57,-3.300839176,Plant Basal Cover,1,29.5,116,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-73.08,-0.039735479,Plant Canopy Cover,3,2.8,10.4,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-72.99,-0.334240867,Plant Density,1.83,85.4,316.2,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-69,-0.036075633,Plant Canopy Cover,3,3.1,10,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-68.5,-0.012599201,Plant Density,1.83,4,12.7,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-64.57,-0.011875109,Plant Density,2.83,4.5,12.7,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-63.33,-0.013757748,Plant Density,5,5.5,15,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-63.05,-0.778116419,"Standing Biomass, Total",1,351,950,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-61.54,-0.02091341,Plant Canopy Cover,1,2.5,6.5,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-61,-0.031892951,Plant Canopy Cover,4,3.9,10,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-60,-0.007842529,Plant Canopy Cover,3.75,1,2.5,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-59.6,-0.06169456,Plant Canopy Cover,1,8,19.8,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-58.98,-0.270086316,Plant Density,5.83,129.7,316.2,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-57.89,-0.01437797,Plant Canopy Cover,5,2,4.75,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-57.07,-0.059080384,Plant Canopy Cover,2,8.5,19.8,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-54.55,-0.056466208,Plant Canopy Cover,3,9,19.8,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-53.82,-0.531301528,"Standing Biomass, Total",1,351,760,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-53.09,-0.5100811,"Standing Biomass, Live",0.75,190,405,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-50,-0.041786729,Litter Cover,0,1,2,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-50,-0.026141763,Plant Canopy Cover,3.75,5,10,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-50,-0.002614176,Plant Canopy Cover,1,0.5,1,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-50,-0.002614176,Plant Canopy Cover,5,0.5,1,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-48.98,-0.025096092,Plant Canopy Cover,2,5,9.8,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-48.77,-1.712980186,Bare Ground and Rock,5.83,35.3,68.9,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-47.62,-0.026141763,Plant Canopy Cover,3.75,5.5,10.5,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-47.37,-0.011763793,Plant Canopy Cover,11,2.5,4.75,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-43.27,-0.023527586,Plant Canopy Cover,4,5.9,10.4,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-42.86,-0.001568506,Plant Canopy Cover,0.83,0.4,0.7,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-41.18,-1.381269557,Cover for different groups,6,50,85,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-40.94,-0.007530557,Plant Density,3.83,7.5,12.7,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-40.78,-1.432581644,Bare Ground and Rock,12.83,40.8,68.9,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-40.74,-0.057511878,Plant Canopy Cover,1,16,27,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-40.49,-1.422385333,Bare Ground and Rock,11.83,41,68.9,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-40.2,-1.412189022,Bare Ground and Rock,2.83,41.2,68.9,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-39.39,-0.04078115,Plant Canopy Cover,4,12,19.8,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-38.78,-0.01986774,Plant Canopy Cover,1,6,9.8,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-38.46,-0.026141763,Plant Canopy Cover,3.75,8,13,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-38.46,-0.013070881,Plant Canopy Cover,2,4,6.5,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-34.38,-0.028755939,Plant Canopy Cover,1,10.5,16,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-34.25,-1.203164654,Bare Ground and Rock,1.83,45.3,68.9,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-33.67,-0.017253563,Plant Canopy Cover,3,6.5,9.8,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-33.33,-0.007631998,Plant Basal Cover,0.66,0.4,0.6,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-33.33,-0.005228353,Plant Canopy Cover,1,2,3,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-33.33,-0.005228353,Plant Canopy Cover,12.83,2,3,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-30,-0.020521914,Plant Foliar Cover,0.33,0.7,1,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-29.73,-0.136129296,Plant Density,11.83,222.2,316.2,243.37,1115,-100,25900
73,Plant productivity and health,benchmark,77,-25.93,-0.249109374,"Standing Biomass, Live",1.75,300,405,243.37,1115,-100,25900
